LandType,Price,Neighborhood,Building,Address,Sold Price,Sold Date,Beds,Bath,Living Sq Ft,Parking,Lanai,Pets,Floor,Year,List Date,Days,Condition,Tax,Maint. Fee,Elementary,Junior High,High,Flood Zone,View,Frontage,Flooring
FS,"$760,000 ",West Marina,Koko Isle,821 Koko Isle Circle 14/1410,"$760,000 ",7/14/2015,3,2.1,"1,400",2,500,Yes,1,1968,1/16/2015,124,Average,$235 ,$780 ,Koko Head,,,Zone X,"Marina/Canal,Mountain",,"Ceramic Tile,W/W Carpet"
FS,"$639,000 ",West Marina,Kawaihae Crescent We,300 Kawaihae Street 300B,"$640,000 ",7/10/2015,3,2,"1,300",2,0,Yes,1,1973,5/25/2015,39,Excellent,$147 ,$583 ,Hahaione,Niu Valley,Kaiser,Zone D,None,,"Hardwood,Other"
FS,"$640,000 ",West Marina,Nanea Kai,7018 Hawaii Kai Drive 512,"$620,000 ",7/9/2015,2,2.1,"1,179",2,116,Yes,0,2003,4/27/2015,73,Excellent,$135 ,$358 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Ceramic Tile,W/W Carpet"
FS,"$439,000 ",Hahaione-lower,Naniwa Gardens,6750 Hawaii Kai Drive 503,"$435,000 ",7/2/2015,1,1,862,2,75,Yes,5,1974,4/19/2015,23,Above Average,$116 ,$572 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Marina/Canal,Mountain,Ocean,Sunset",,"Ceramic Tile,Hardwood,W/W Carpet"
FS,"$575,000 ",West Marina,Kawaihae Crescent We,370 Kawaihae Street 370D,"$573,000 ",7/2/2015,3,2.1,"1,491",2,0,Yes,2,1973,5/8/2015,57,Above Average,$112 ,$584 ,,,,Zone D,None,,"Laminate,Vinyl,W/W Carpet"
FS,"$569,000 ",Hahaione-lower,Mauna Luan,511 Hahaione Streets 1/14C,"$575,000 ",7/1/2015,2,2,"1,211",2,0,No,14,1975,5/1/2015,26,Excellent,$152 ,$697 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Marina/Canal,Mountain,Ocean",Other,"Ceramic Tile,W/W Carpet"
FS,"$570,000 ",Kalama Valley,Kalama Kuu,1161 Mokuhano Street A203,"$570,000 ",6/30/2015,3,2,971,2,57,Yes,2,2002,10/13/2014,260,Above Average,$129 ,$327 ,Kamiloiki,Niu Valley,Kaiser,Zone D,Garden,,"Vinyl,W/W Carpet"
FS,"$988,000 ",West Marina,Peninsula At Hawaii ,520 Lunalilo Home Road 324,"$960,000 ",6/30/2015,3,2.1,"1,548",1,0,Yes,1,2002,2/26/2015,113,Excellent,$255 ,$559 ,Koko Head,Niu Valley,Kaiser,Zone AE,Marina/Canal,Marina,"Ceramic Tile,W/W Carpet"
FS,"$440,000 ",Hahaione-lower,Mauna Luan,511 Hahaione Street 1/2B,"$440,000 ",6/29/2015,1,1,852,2,0,No,2,1975,6/9/2015,25,Above Average,$84 ,$522 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Sunrise",Other,"Laminate,Other"
FS,"$838,000 ",West Marina,Gateway Peninsula,205 Kawaihae Street A3,"$840,000 ",6/29/2015,3,2.1,"1,752",2,160,Yes,1,1972,5/11/2015,50,Excellent,$263 ,$644 ,Hahaione,Niu Valley,Kaiser,Zone D,"Marina/Canal,Ocean",,"Ceramic Tile,Hardwood,W/W Carpet"
FS,"$587,900 ",Hahaione-lower,Marina Palms,6231 Keokea Place 139,"$587,900 ",6/24/2015,2,1,888,2,89,Yes,1,1966,12/8/2014,152,Excellent,$163 ,$494 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain",Marina,"Ceramic Tile,Laminate"
FS,"$588,000 ",Mariners Valley,Mariners Village 3,1062 Kolokolo Street C,"$590,000 ",6/23/2015,3,1.1,"1,134",2,0,Yes,1,1973,5/5/2015,51,Excellent,$127 ,$457 ,Kamiloiki,Niu Valley,Kaiser,Zone D,"Mountain,Sunrise",,Ceramic Tile
FS,"$580,000 ",West Marina,Kawaihae Crescent Ea,500 Kawaihae Street C,"$580,000 ",6/16/2015,3,2.1,"1,513",2,0,No,3,1973,4/25/2015,52,Above Average,$144 ,$576 ,Hahaione,Niu Valley,Kaiser,Zone D,None,Other,"Ceramic Tile,Hardwood,W/W Carpet"
FS,"$515,000 ",West Marina,Lalea At Hawaii Kai ,7182 Hawaii Kai Drive 238,"$515,000 ",6/12/2015,2,1,850,2,0,Yes,2,1999,4/16/2015,60,Excellent,$146 ,$317 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Vinyl,W/W Carpet"
FS,"$539,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 7401,"$535,000 ",6/12/2015,1,1,904,2,0,Yes,4,2004,3/17/2015,90,Above Average,$105 ,$545 ,Koko Head,Niu Valley,Kaiser,Zone AE,Mountain,,"Laminate,W/W Carpet"
FS,"$860,000 ",West Marina,Mawaena Kai 1-2-3,7007 Hawaii Kai Drive F24,"$860,000 ",6/12/2015,3,2,"1,406",2,87,Yes,2,1988,3/26/2015,69,Excellent,$211 ,$631 ,Hahaione,Niu Valley,Kaiser,Zone D,"Marina/Canal,Mountain,Sunrise","Marina,Stream/Canal,Waterfront","Ceramic Tile,Laminate,W/W Carpet"
FS,"$435,000 ",West Marina,Esplanade,500 Lunalilo Home Road 33F,"$423,000 ",6/10/2015,1,1,762,1,112,Yes,3,1973,3/23/2015,74,Fair,$129 ,$455 ,Koko Head,Niu Valley,Kaiser,Zone D,Garden,Marina,"Ceramic Tile,Hardwood,Marble/Granite,W/W Carpet"
FS,"$438,000 ",Hahaione-lower,Commodore,555 Hahaione Street 6E,"$434,000 ",6/9/2015,1,2,"1,019",2,62,Yes,6,1982,4/3/2015,72,Excellent,$72 ,$764 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Garden,Mountain,Ocean",Other,"Laminate,W/W Carpet"
FS,"$874,000 ",West Marina,Kuapa Isle,138 Opihikao Way 992,"$850,000 ",6/8/2015,4,3,"1,557",2,0,Yes,1,1970,4/16/2015,49,Average,$259 ,$614 ,,,,Zone D,"Marina/Canal,Mountain",Marina,"Laminate,Vinyl,W/W Carpet"
FS,"$399,000 ",Hahaione-lower,Mariners Village 2,595 Hahaione Street A104,"$440,000 ",6/5/2015,2,2,"1,095",2,210,Yes,1,1972,5/1/2015,35,"Above Average,Excellent",$139 ,$717 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain","Other,Stream/Canal","Ceramic Tile,Other,Vinyl"
FS,"$610,000 ",West Marina,Esplanade,500 Lunalilo Home Road 15H,"$610,000 ",6/5/2015,2,2,"1,083",2,0,Yes,5,1973,4/11/2015,9,Excellent,$126 ,$713 ,,,,Zone AE,"Diamond Head,Marina/Canal,Sunrise,Sunset",Marina,"Ceramic Tile,Hardwood,Laminate,W/W Carpet"
FS,"$740,000 ",West Marina,Kalele Kai,1 Keahole Place 1511,"$725,000 ",6/5/2015,2,2,"1,427",2,265,Yes,5,1993,11/28/2014,178,Average,$200 ,$747 ,Hahaione,Niu Valley,Kaiser,Zone D,"Marina/Canal,Ocean",Marina,"Ceramic Tile,W/W Carpet"
FS,"$839,000 ",West Marina,Peninsula At Hawaii ,520 Lunalilo Home Road 341,"$820,000 ",6/5/2015,3,2.1,"1,582",2,121,Yes,2,2002,1/15/2015,142,Excellent,$235 ,$552 ,Koko Head,Niu Valley,Kaiser,Zone AE,Marina/Canal,Marina,"Hardwood,Vinyl,W/W Carpet"
FS,"$1,090,000 ",West Marina,Kuapa Isle,136 Opihikao Way 991,"$1,100,000 ",6/4/2015,4,3,"1,557",2,380,Yes,1,1970,4/7/2015,56,Above Average,$235 ,$614 ,Hahaione,Niu Valley,Kaiser,Zone X,"Marina/Canal,Sunrise",Marina,"Ceramic Tile,Hardwood,W/W Carpet"
FS,"$570,000 ",West Marina,Lalea At Hawaii Kai ,7200 Hawaii Kai Drive 258,"$580,000 ",6/3/2015,2,2,908,2,224,Yes,1,1999,4/6/2015,52,Above Average,$155 ,$339 ,Hahaione,Niu Valley,Kaiser,Zone D,Garden,Other,"Ceramic Tile,W/W Carpet"
FS,"$425,000 ",Hahaione-lower,Mauna Luan,511 Hahaione Street 1/5B,"$430,000 ",6/2/2015,1,1,852,1,0,No,5,1975,4/9/2015,55,Above Average,$85 ,$522 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Ocean",,"Ceramic Tile,Laminate"
FS,"$569,000 ",Hahaione-lower,Mauna Luan,511 Hahaione Street 1-8C (East),"$540,000 ",6/2/2015,2,2,"1,211",2,0,No,8,1975,1/20/2015,133,Excellent,$126 ,$697 ,Kamiloiki,Niu Valley,Kaiser,Zone D,"City,Coastline,Garden,Mountain,Ocean",,"Ceramic Tile,Other"
FS,"$580,000 ",Kalama Valley,Kalama Kuu,1171 Mokuhano Street E103,"$552,500 ",5/29/2015,2,2.1,"1,218",2,0,Yes,1,2002,12/22/2014,148,Above Average,$149 ,$434 ,Kamiloiki,Niu Valley,Kaiser,Zone D,Garden,,"Laminate,Vinyl,W/W Carpet"
FS,"$630,000 ",West Marina,Esplanade,500 Lunalilo Home Road 17D,"$610,000 ",5/29/2015,2,2,"1,083",2,175,Yes,7,1973,4/13/2015,39,Above Average,$119 ,$713 ,Koko Head,Niu Valley,Kaiser,Zone D,"Coastline,Diamond Head,Marina/Canal,Mountain,Ocean,Sunset",Marina,"Laminate,W/W Carpet"
FS,"$649,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 7319,"$645,000 ",5/29/2015,2,2,"1,269",2,109,Yes,3,2004,4/8/2015,45,Excellent,$167 ,$739 ,Kamiloiki,Niu Valley,Kaiser,Zone D,"Garden,Mountain",Marina,"Vinyl,W/W Carpet"
FS,"$719,900 ",West Marina,Moana Kai,7012 Hawaii Kai Drive 507,"$710,000 ",5/29/2015,3,2.1,"1,651",1,57,Yes,1,2005,3/30/2015,60,Above Average,$202 ,$409 ,Hahaione,Niu Valley,Kaiser,Zone D,None,Other,"Vinyl,W/W Carpet"
FS,"$549,000 ",Hahaione-lower,Plaza Hawaii Kai,6770 Hawaii Kai Drive 201,"$547,000 ",5/28/2015,2,2,"1,478",2,83,Yes,2,1974,1/27/2015,122,Fair,$167 ,"$1,012 ",Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,Ceramic Tile
FS,"$485,000 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 1106,"$495,000 ",5/22/2015,2,2,935,2,105,No,11,1974,4/10/2015,42,Average,$142 ,$563 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Marina/Canal,Mountain,Ocean,Sunrise,Sunset",Other,"Other,W/W Carpet"
FS,"$549,500 ",West Marina,Kawaihae Crescent We,300H Kawaihae Street 300H,"$575,000 ",5/22/2015,3,2.1,"1,479",2,0,Yes,2,1973,3/31/2015,9,Average,$131 ,$583 ,Hahaione,Niu Valley,Kaiser,Zone D,None,,"Vinyl,W/W Carpet"
FS,"$675,000 ",Kalama Valley,Kalama Kuu,1177 Mokuhano Street H102,"$665,000 ",5/22/2015,3,3,"1,467",2,530,Yes,1,2002,4/8/2015,40,Excellent,$176 ,$640 ,Kamiloiki,Niu Valley,Kaiser,Zone D,Garden,,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$1,075,000 ",West Marina,Koko Isle,517 Koko Isle Circle 1103,"$1,050,000 ",5/22/2015,3,3,"1,962",2,702,Yes,1,1968,9/9/2014,235,Excellent,$247 ,$780 ,Koko Head,Niu Valley,Kaiser,Zone D,"Garden,Marina/Canal,Mountain,Ocean,Sunset","Marina,Ocean,Waterfront","Marble/Granite,W/W Carpet"
FS,"$749,000 ",West Marina,None,327 Kawaihae Street C,"$735,000 ",5/21/2015,3,2,"1,350",2,0,No,1,1964,5/2/2015,19,Above Average,$204 ,$0 ,,,,Zone AE,Marina/Canal,,"Marble/Granite,W/W Carpet"
FS,"$620,000 ",Hahaione-lower,Plaza Hawaii Kai,6770 Hawaii Kai Drive 706,"$600,000 ",5/15/2015,2,2,"1,030",2,89,Yes,7,1974,3/10/2015,59,Excellent,$130 ,$701 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Marina/Canal,Mountain,Ocean,Sunrise,Sunset",,"Ceramic Tile,W/W Carpet"
FS,"$770,000 ",West Marina,Gateway Peninsula,213 Kawaihae Street E2,"$750,000 ",5/15/2015,3,2.1,"1,632",2,160,Yes,1,1972,1/21/2015,114,Excellent,$212 ,$760 ,Hahaione,Niu Valley,Kaiser,Zone AE,None,Other,"Ceramic Tile,Laminate"
FS,"$585,000 ",Mariners Valley,Mariners Village 3,995 Awaawaanoa Place A,"$587,000 ",5/14/2015,3,1.1,"1,134",2,360,Yes,1,1971,4/7/2015,15,Above Average,$98 ,$457 ,Kamiloiki,Niu Valley,Kaiser,Zone D,Garden,,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$595,000 ",West Marina,Esplanade,500 Lunalilo Home Road 14C,"$600,000 ",5/12/2015,2,2,"1,083",2,119,Yes,4,1973,3/16/2015,57,Above Average,$114 ,$713 ,Koko Head,Niu Valley,Kaiser,Zone D,"Marina/Canal,Mountain","Marina,Stream/Canal,Waterfront","Ceramic Tile,Laminate,W/W Carpet"
FS,"$435,000 ",West Marina,Esplanade,500 Lunalilo Home Road 32F,"$430,000 ",5/6/2015,1,1,790,1,0,Yes,2,1973,3/13/2015,54,Above Average,$72 ,$477 ,Koko Head,Niu Valley,Kaiser,Zone AE,None,"Marina,Waterfront","Ceramic Tile,W/W Carpet"
FS,"$500,000 ",Hahaione-lower,Commodore,555 Hahaione Street 7C,"$487,500 ",5/6/2015,2,2,"1,238",2,77,Yes,7,1982,1/12/2015,114,"Above Average,Excellent",$131 ,"$1,118 ",Hahaione,Niu Valley,Kaiser,Zone D,"Mountain,Ocean",,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$399,000 ",Hahaione-lower,Commodore,555 Hahaione Street 10E,"$385,000 ",4/30/2015,1,2,"1,019",2,62,Yes,10,1982,2/13/2015,38,Fair,$108 ,$969 ,,,,Zone D,"Marina/Canal,Ocean",Other,"Ceramic Tile,W/W Carpet"
FS,"$559,000 ",West Marina,Kaimala Marina,444 Lunalilo Home Road 111,"$560,000 ",4/30/2015,1,1,697,2,377,Yes,1,1972,3/3/2015,58,Excellent,$132 ,$416 ,,,,Zone AE,"Marina/Canal,Mountain,Sunset","Marina,Waterfront","Ceramic Tile,Hardwood"
FS,"$655,000 ",West Marina,Nanea Kai,7018 Hawaii Kai Drive 209,"$665,000 ",4/29/2015,3,2.1,"1,179",2,116,Yes,1,2003,3/8/2015,40,Above Average,$135 ,$358 ,Hahaione,Niu Valley,Kaiser,Zone D,None,,"Laminate,Other,W/W Carpet"
FS,"$749,000 ",West Marina,Mt Terrace,250 Kawaihae Street 10B,"$715,000 ",4/29/2015,2,2,"1,644",2,0,No,10,1974,11/10/2014,170,Average,$207 ,"$1,265 ",Hahaione,Niu Valley,Kaiser,Zone AE,"Coastline,Diamond Head,Marina/Canal,Mountain,Ocean,Sunrise,Sunset",Other,"Ceramic Tile,W/W Carpet"
FS,"$780,000 ",West Marina,Kalele Kai,1 Keahole Place 3405,"$775,000 ",4/29/2015,2,2,"1,427",2,265,Yes,4,1993,2/9/2015,79,Excellent,$162 ,$762 ,,,,Zone D,"Marina/Canal,Mountain",Marina,"Ceramic Tile,Vinyl,W/W Carpet"
FS,"$750,000 ",West Marina,Mt Terrace,250 Kawaihae Street 19F,"$650,000 ",4/28/2015,2,2,"1,644",2,0,No,19,1974,2/12/2015,75,"Average,Fair",$196 ,"$1,265 ",Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Marina/Canal,Mountain,Ocean,Sunrise",,W/W Carpet
FS,"$599,000 ",West Marina,Peninsula At Hawaii ,520 Lunalilo Home Road V5401,"$580,000 ",4/27/2015,2,2,960,2,68,Yes,2,2003,10/17/2014,166,Above Average,$123 ,$570 ,,,,Zone D,None,Other,"Ceramic Tile,Laminate"
FS,"$425,000 ",Hahaione-lower,Mauna Luan,521 Hahaione Street 2-19F,"$430,000 ",4/22/2015,1,1,833,2,0,No,19,1975,3/3/2015,50,Average,$122 ,$479 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Marina/Canal,Mountain,Ocean",Other,"Vinyl,W/W Carpet"
FS,"$685,000 ",West Marina,Kaimala Marina,444 Lunalilo Home Road 319,"$685,000 ",4/20/2015,2,2,880,2,614,Yes,1,1972,2/24/2015,55,Excellent,$132 ,$579 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain,Sunset",Marina,"Ceramic Tile,Laminate"
FS,"$915,000 ",West Marina,Koko Isle,509 Koko Isle Circle 1005,"$900,000 ",4/20/2015,4,3,"1,700",2,255,Yes,1,1968,1/16/2015,63,Average,$248 ,$781 ,Koko Head,Niu Valley,Kaiser,Zone X,"Marina/Canal,Mountain","Marina,Waterfront","Ceramic Tile,W/W Carpet"
FS,"$445,000 ",West Marina,Esplanade,500 Lunalilo Home Road 43C,"$425,000 ",4/17/2015,1,1,762,1,112,Yes,3,1973,1/17/2015,90,Above Average,$81 ,$453 ,Koko Head,Niu Valley,Kaiser,Zone D,"Mountain,Sunrise",,"Ceramic Tile,W/W Carpet"
FS,"$549,000 ",West Marina,Esplanade,500 Lunalilo Home Road 23K,"$549,000 ",4/17/2015,2,2,"1,083",2,119,Yes,2,1973,1/23/2015,84,Excellent,$148 ,$754 ,Koko Head,Niu Valley,Kaiser,Zone D,"Garden,Marina/Canal,Mountain",Marina,"Ceramic Tile,Marble/Granite,W/W Carpet"
FS,"$910,000 ",West Marina,Peninsula At Hawaii ,580 Lunalilo Home Road COB357,"$899,000 ",4/17/2015,3,2.1,"1,548",2,0,Yes,1,2004,2/10/2015,70,Excellent,$233 ,$560 ,,,,Zone AE,"Marina/Canal,Mountain",Marina,"Ceramic Tile,W/W Carpet"
FS,"$610,000 ",West Marina,Mt Terrace,250 Kawaihae Street 3F,"$595,000 ",4/16/2015,2,2,"1,644",2,0,No,6,1974,10/29/2014,169,Above Average,$177 ,"$1,225 ",Aina Haina,Niu Valley,Kaiser,Zone AE,"Coastline,Marina/Canal,Mountain,Ocean,Sunrise",,"Marble/Granite,W/W Carpet"
FS,"$680,000 ",West Marina,Hawaii Kai Cp Lot2b ,355 Kawaihae Street D,"$685,000 ",4/14/2015,3,1.1,"1,620",2,285,No,2,1964,3/16/2015,16,Average,$205 ,$0 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain","Marina,Waterfront",W/W Carpet
FS,"$847,500 ",West Marina,Kuapa Isle,216 OPIHIKAO Way B842,"$818,000 ",4/13/2015,3,2,"1,164",2,400,Yes,1,1970,1/27/2015,76,Above Average,$222 ,$614 ,Hahaione,Niu Valley,Kaiser,Zone X,"Marina/Canal,Sunset","Marina,Waterfront","Ceramic Tile,Laminate"
FS,"$938,000 ",West Marina,Peninsula At Hawaii ,520 Lunalilo Home Road 318,"$900,000 ",4/13/2015,3,2.1,"1,464",2,0,Yes,2,2002,11/7/2014,124,Above Average,$123 ,$534 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain",Marina,"Ceramic Tile,W/W Carpet"
FS,"$520,000 ",West Marina,Lalea At Hawaii Kai ,7200 Hawaii Kai Drive 267,"$520,000 ",4/8/2015,2,1,850,2,0,Yes,2,1999,1/27/2015,72,Excellent,$147 ,$317 ,,,,Zone D,"Garden,Mountain,Sunrise,Sunset",,Laminate
FS,"$675,000 ",West Marina,Mt Terrace,250 Kawaihae Street 5F,"$645,000 ",4/8/2015,2,2,"1,644",2,0,No,5,1974,10/24/2014,166,Above Average,$189 ,"$1,225 ",Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain,Ocean,Sunrise",Other,"Ceramic Tile,W/W Carpet"
FS,"$965,000 ",West Marina,Koko Isle,905 Koko Isle Circle 15/#1503,"$975,000 ",4/8/2015,3,2.1,"1,536",2,470,Yes,2,1968,1/8/2015,90,Above Average,$201 ,$780 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain",Marina,"Ceramic Tile,W/W Carpet"
FS,"$549,000 ",West Marina,Kawaihae Crescent Ea,500 Kawaihae Street A,"$571,500 ",4/7/2015,3,2,"1,300",2,500,No,1,1973,3/1/2015,44,Above Average,$135 ,$560 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain",Other,"Ceramic Tile,W/W Carpet"
FS,"$575,000 ",West Marina,Esplanade,500 Lunalilo Home Road 13F,"$575,000 ",4/7/2015,2,2,"1,083",2,119,Yes,3,1973,1/19/2015,56,Above Average,$149 ,$713 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Diamond Head,Marina/Canal,Sunset",Marina,"Vinyl,W/W Carpet"
FS,"$549,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 6309,"$539,000 ",4/2/2015,1,1,893,2,86,Yes,3,2004,1/17/2015,75,Excellent,$126 ,$539 ,Koko Head,,,Zone AE,"Mountain,Ocean,Sunset",,"Ceramic Tile,W/W Carpet"
FS,"$979,000 ",West Marina,Kuapa Isle,150 Opihikao Way 962,"$979,000 ",3/31/2015,3,2.1,"1,518",2,400,Yes,1,1970,1/3/2015,83,Above Average,$234 ,$614 ,Hahaione,Niu Valley,Kaiser,Zone X,Marina/Canal,Marina,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$565,000 ",Mariners Valley,Mariners Village 3,1093 Wainiha Street 1093B,"$560,000 ",3/30/2015,3,1.1,"1,093",2,350,Yes,2,1971,1/14/2015,76,Above Average,$128 ,$457 ,Kamiloiki,Niu Valley,Kaiser,Zone D,Mountain,Other,"Ceramic Tile,Other,Vinyl"
FS,"$425,000 ",Hahaione-lower,Mauna Luan,501 Hahaione Street 7F,"$410,000 ",3/27/2015,1,1,833,2,0,No,7,1975,12/15/2014,50,Above Average,$110 ,$510 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Garden,Marina/Canal,Ocean,Sunset",,Ceramic Tile
FS,"$505,000 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 302,"$512,000 ",3/25/2015,2,2,"1,040",2,0,No,3,1974,1/28/2015,57,Excellent,$143 ,$563 ,,,,Zone D,"Garden,Mountain",Other,"Ceramic Tile,Laminate,Vinyl,W/W Carpet"
FS,"$430,000 ",West Marina,Lalea At Hawaii Kai ,7086 Hawaii Kai Drive 17,"$430,000 ",3/23/2015,1,1,751,2,0,Yes,2,1996,2/18/2015,27,Above Average,$134 ,$280 ,Hahaione,Niu Valley,Kaiser,Zone D,None,,"Vinyl,W/W Carpet"
FS,"$619,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 8407,"$598,000 ",3/23/2015,2,2,"1,262",3,104,Yes,4,2004,11/20/2014,128,Above Average,$167 ,$707 ,Koko Head,Niu Valley,Kaiser,Zone D,Mountain,Other,"Ceramic Tile,W/W Carpet"
FS,"$1,399,000 ",West Marina,Kalele Kai,1 Keahole Place 1004,"$1,370,000 ",3/19/2015,3,2.1,"2,205",2,354,Yes,3,1993,7/21/2014,239,Excellent,$323 ,"$1,177 ",Hahaione,Niu Valley,Kaiser,Zone AE,"Garden,Marina/Canal,Mountain",Marina,"Laminate,Marble/Granite,W/W Carpet"
FS,"$525,000 ",West Marina,Esplanade,500 Lunalilo Home Road 41D,"$525,000 ",3/18/2015,1,1,763,1,336,Yes,1,1973,1/27/2015,38,Excellent,$104 ,$480 ,Koko Head,Niu Valley,Kaiser,Zone D,Garden,Marina,Marble/Granite
FS,"$765,000 ",West Marina,Kalele Kai,1 Keahole Place 3606,"$765,000 ",3/18/2015,2,2,"1,424",2,263,Yes,4,1993,1/22/2015,55,Above Average,$203 ,$760 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Marina/Canal",Other,"Ceramic Tile,Laminate"
FS,"$690,000 ",West Marina,Na,461 Kawaihae Street B,"$665,000 ",3/16/2015,3,1.1,"1,050",2,225,No,2,1965,1/11/2015,64,Fair,$180 ,$150 ,Hahaione,Niu Valley,Kaiser,Zone AE,Marina/Canal,Marina,"Ceramic Tile,W/W Carpet"
FS,"$555,000 ",Hahaione-lower,Naniwa Gardens,6750 Hawaii Kai Drive 508,"$545,000 ",3/13/2015,2,2,"1,238",2,90,Yes,5,1974,10/21/2014,114,Average,$158 ,$781 ,,,,Zone D,"Coastline,Garden,Marina/Canal,Mountain,Ocean",,W/W Carpet
FS,"$847,000 ",West Marina,Peninsula At Hawaii ,580 Lunalilo Home Road CO-B313,"$847,000 ",3/12/2015,3,2.1,"1,464",2,0,Yes,2,2004,1/19/2015,51,Excellent,$186 ,$560 ,,,,Zone D,None,,"Hardwood,Marble/Granite,W/W Carpet"
FS,"$975,000 ",West Marina,Colony Marina,6210 Keokea Place B101,"$950,000 ",3/11/2015,4,3,"1,916",2,320,Yes,1,1969,12/20/2014,77,Excellent,$186 ,$528 ,Hahaione,Niu Valley,Kalani,Zone AE,Marina/Canal,"Marina,Ocean,Stream/Canal,Waterfront","Laminate,Marble/Granite"
FS,"$559,000 ",Hahaione-lower,Mauna Luan,501 Hahaione Street 11K,"$550,000 ",3/6/2015,2,2,"1,185",2,0,No,11,1975,2/8/2015,27,Excellent,$110 ,$683 ,,,,Zone D,"Marina/Canal,Mountain,Ocean",Other,"Ceramic Tile,W/W Carpet"
FS,"$738,000 ",West Marina,Koko Isle,620 Koko Isle Circle 2005,"$700,000 ",3/6/2015,3,2.1,"1,600",2,300,Yes,0,1968,1/7/2015,34,Above Average,$145 ,$551 ,Koko Head,Niu Valley,Kaiser,Zone AE,Garden,,"Ceramic Tile,Vinyl"
FS,"$835,000 ",West Marina,Peninsula At Hawaii ,580 Lunalilo Home Road CO-B312,"$835,000 ",3/6/2015,3,2.1,"1,582",2,0,Yes,2,2004,11/23/2014,103,Excellent,$200 ,$552 ,,,,Zone D,None,,"Ceramic Tile,Marble/Granite,W/W Carpet"
FS,"$495,000 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 1706,"$501,000 ",3/5/2015,2,2,"1,040",2,0,No,17,1974,10/29/2014,131,Above Average,$143 ,$543 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Garden,Marina/Canal,Ocean",,"Ceramic Tile,W/W Carpet"
FS,"$569,000 ",West Marina,Lalea At Hawaii Kai ,7160 Hawaii Kai Drive 223,"$570,000 ",3/3/2015,2,2,908,2,0,Yes,1,1998,1/5/2015,57,Above Average,$120 ,$339 ,Hahaione,Niu Valley,Kaiser,Zone D,Garden,Other,"Ceramic Tile,W/W Carpet"
FS,"$557,000 ",Hahaione-lower,Commodore,555 Hahaione Street 5H,"$535,000 ",2/27/2015,2,2,"1,490",2,77,Yes,5,1982,1/14/2015,20,Excellent,$138 ,"$1,275 ",Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain,Ocean",,"Ceramic Tile,Hardwood,W/W Carpet"
FS,"$575,000 ",West Marina,Kawaihae Crescent We,370 Kawaihae Street #370G,"$575,000 ",2/27/2015,3,2.1,"1,530",2,0,Yes,2,1973,1/12/2015,40,Average,$147 ,$583 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain",,"Ceramic Tile,Other,W/W Carpet"
FS,"$650,000 ",West Marina,Nanea Kai,7018 Hawaii Kai Drive 612,"$640,000 ",2/26/2015,3,2.1,"1,179",2,116,Yes,1,2003,1/7/2015,29,Above Average,$135 ,$341 ,Hahaione,Niu Valley,Kaiser,Zone D,None,,"Vinyl,W/W Carpet"
