LandType,Price,Neighborhood,Building,Address,Sold Price,Sold Date,Beds,Bath,Living Sq Ft,Parking,Lanai,Pets,Floor,Year,List Date,Days,Condition,Tax,Maint. Fee,Elementary,Junior High,High,Flood Zone,View,Frontage,Flooring
FS,"$685,000 ",West Marina,Esplanade,500 Lunalilo Home Road 14C,"$674,500 ",2/4/2019,2,2,"1,083",2,119,Yes,4,1973,10/17/2018,55,Excellent,$158 ,$759 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Coastline,Diamond Head,Marina/Canal,Sunset",Marina,"Ceramic Tile,Vinyl,W/W Carpet"
FS,"$720,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 6215,"$710,000 ",1/31/2019,2,2,"1,345",3,87,Yes,2,2004,11/27/2018,13,Above Average,$146 ,$824 ,Koko Head,Niu Valley,Kaiser,Zone D,Mountain,,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$1,398,000 ",West Marina,Kalele Kai,1 Keahole Place 1108,"$1,367,500 ",1/31/2019,3,2.1,"2,210",2,674,Yes,1,1993,10/20/2018,52,Excellent,$292 ,"$1,316 ",Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Marina/Canal",Marina,"Ceramic Tile,Hardwood"
FS,"$1,090,000 ",West Marina,Kuapa Isle,363 Opihikao Place 371,"$1,050,000 ",1/30/2019,3,2.1,"1,382",2,0,Yes,1,1970,10/15/2018,74,Excellent,$247 ,$640 ,,,,Zone AE,"Marina/Canal,Sunset",Marina,"Ceramic Tile,Laminate"
FS,"$680,000 ",West Marina,Kawaihae Crescent We,360A Kawaihae Street 360A,"$678,000 ",1/25/2019,3,2,"1,300",2,500,Yes,1,1973,10/30/2018,37,Excellent,$154 ,$600 ,Hahaione,Niu Valley,Kaiser,Zone D,None,,"Laminate,Vinyl,W/W Carpet"
FS,"$749,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 6311,"$739,000 ",1/25/2019,3,2,"1,457",2,126,Yes,3,2004,8/20/2018,99,Excellent,$172 ,$886 ,,,,Zone AE,"Garden,Marina/Canal,Mountain",,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$459,000 ",Hahaione-lower,Mauna Luan,531 Hahaione Street 2/19B,"$450,000 ",1/18/2019,1,1,938,2,0,No,19,1975,12/1/2018,24,Average,$140 ,$587 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Garden,Marina/Canal,Mountain,Ocean,Sunset",Other,"Ceramic Tile,Vinyl,W/W Carpet"
FS,"$640,000 ",Hahaione-lower,Mauna Luan,521 Hahaione Street 2/13K,"$630,000 ",1/18/2019,2,2,"1,185",2,0,No,13,1975,9/23/2018,71,"Above Average,Excellent",$172 ,$723 ,,,,Zone D,"Garden,Marina/Canal,Mountain,Ocean,Sunset",,"Ceramic Tile,Hardwood"
FS,"$1,000,000 ",West Marina,Kuapa Isle,230 Opihikao Way 801,"$930,000 ",1/18/2019,3,2.1,"1,518",4,400,Yes,2,1970,10/24/2018,57,Excellent,$253 ,$640 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain",Marina,"Laminate,W/W Carpet"
FS,"$795,000 ",West Marina,Kalele Kai,1 Keahole Place 2504,"$790,000 ",1/16/2019,2,2,"1,427",2,265,Yes,5,1993,9/4/2018,77,Excellent,$192 ,$848 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Mountain,Sunset","Marina,Ocean",Marble/Granite
FS,"$1,075,000 ",West Marina,Koko Isle,905 Koko Isle Circle 905,"$1,100,000 ",1/16/2019,3,2.1,"1,536",2,0,Yes,2,1968,11/19/2018,16,Excellent,$268 ,$784 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain,Sunrise","Marina,Waterfront","Ceramic Tile,Other,W/W Carpet"
FS,"$799,000 ",West Marina,Kalele Kai,1 Keahole Place 2411,"$765,000 ",1/8/2019,2,2,"1,427",2,265,Yes,4,1993,6/30/2018,151,Above Average,$209 ,$850 ,Hahaione,Niu Valley,Kaiser,Zone AE,Mountain,,"Ceramic Tile,W/W Carpet"
FS,"$587,900 ",Hahaione-lower,Mauna Luan,511 Hahaione Street 13A,"$587,900 ",12/31/2018,2,2,"1,353",2,0,No,13,1975,11/15/2018,26,Excellent,$134 ,$856 ,Hahaione,Niu Valley,Kaiser,Zone D,"Marina/Canal,Mountain,Ocean",Other,"Marble/Granite,W/W Carpet"
FS,"$535,000 ",Hahaione-lower,Mauna Luan,531 Hahaione Street 2/15B,"$510,000 ",12/28/2018,1,1,853,2,0,No,15,1975,9/15/2018,77,Excellent,$95 ,$529 ,,,,Zone D,"Marina/Canal,Mountain,Ocean",,"Ceramic Tile,Laminate"
FS,"$549,000 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 508,"$549,000 ",12/28/2018,2,2,935,2,105,No,5,1974,10/28/2018,16,Above Average,$120 ,$621 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Marina/Canal",Other,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$999,000 ",West Marina,Peninsula At Hawaii ,580 Lunalilo Home Road B357,"$1,010,000 ",12/28/2018,3,2.1,"1,464",2,0,Yes,1,2004,2/28/2018,2,Excellent,$270 ,$567 ,,Niu Valley,Kaiser,Zone AE,"Garden,Marina/Canal,Mountain","Marina,Waterfront","Ceramic Tile,W/W Carpet"
FS,"$585,000 ",Mariners Valley,Mariners Village 3,1172 Wainiha Street A,"$585,000 ",12/14/2018,2,1,850,2,550,Yes,1,1973,11/6/2018,8,Above Average,$123 ,$450 ,,,,Zone D,Mountain,,"Laminate,Vinyl,W/W Carpet"
FS,"$620,000 ",Hahaione-lower,Naniwa Gardens,6750 Hawaii Kai Drive 804,"$570,000 ",12/14/2018,2,2,"1,238",2,90,Yes,8,1974,10/11/2018,21,Above Average,$169 ,$849 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Marina/Canal,Mountain,Ocean,Sunset",,"Ceramic Tile,Vinyl,W/W Carpet"
FS,"$945,000 ",West Marina,Peninsula At Hawaii ,520 Lunalilo Home Road 308,"$910,000 ",12/14/2018,3,2.1,"1,582",2,0,Yes,2,2002,9/4/2018,53,Excellent,$253 ,$586 ,Koko Head,Niu Valley,Kaiser,Zone AE,Marina/Canal,Other,"Ceramic Tile,Vinyl"
FS,"$729,000 ",Hahaione-lower,Plaza Hawaii Kai,6770 Hawaii Kai Drive 1209,"$715,000 ",12/10/2018,2,2,"1,402",2,241,Yes,12,1974,8/29/2018,52,Above Average,$158 ,"$1,140 ",Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Mountain,Ocean",Other,"Vinyl,W/W Carpet"
FS,"$750,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 8409,"$750,000 ",12/7/2018,3,2,"1,457",2,126,Yes,4,2004,10/4/2018,33,Excellent,$208 ,$886 ,Koko Head,Niu Valley,Kaiser,Zone AE,Mountain,,"Vinyl,W/W Carpet"
FS,"$860,000 ",West Marina,Moana Kai,7012 Hawaii Kai Drive 608,"$861,000 ",12/7/2018,3,2.1,"1,550",4,360,Yes,1,2005,10/17/2018,8,Excellent,$186 ,$428 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain",Other,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$495,000 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 108,"$495,000 ",12/4/2018,2,2,935,2,105,No,1,1974,10/9/2018,12,Average,$143 ,$621 ,Hahaione,Niu Valley,Kaiser,Zone D,Garden,Other,"Ceramic Tile,W/W Carpet"
FS,"$649,000 ",West Marina,Peninsula At Hawaii ,580 Lunalilo Home Road VB1413,"$645,000 ",11/30/2018,2,2,990,2,68,Yes,2,2004,6/12/2018,126,Above Average,$145 ,$600 ,Kamiloiki,Niu Valley,Kaiser,Zone AE,None,,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$669,000 ",West Marina,Kaimala Marina,444 Lunalilo Home Road 605,"$639,000 ",11/28/2018,3,2.1,"1,282",2,344,Yes,1,1972,10/17/2018,16,Above Average,$170 ,$694 ,Koko Head,Niu Valley,Kaiser,Zone D,"Garden,Mountain",,"Ceramic Tile,Laminate,W/W Carpet"
LH,"$139,000 ",West Marina,Kuapa Isle,345 Opihikao Place 412,"$139,000 ",11/20/2018,3,2,"1,250",2,420,Yes,1,1970,8/5/2018,11,Needs Major Repair,$230 ,$640 ,,,,Zone AE,Marina/Canal,Stream/Canal,"Ceramic Tile,Laminate,Vinyl,W/W Carpet"
FS,"$770,000 ",West Marina,Na,467 Kawaihae Street E,"$760,000 ",11/16/2018,3,2,"1,342",2,266,No,1,1965,9/1/2018,43,"Above Average,Excellent",$207 ,$150 ,Hahaione,Niu Valley,Kaiser,Zone AE,Marina/Canal,"Marina,Waterfront","Ceramic Tile,Laminate,Other"
FS,"$1,695,000 ",West Marina,Kalele Kai,1 Keahole Place 1401,"$1,750,000 ",11/16/2018,3,2.1,"1,998",2,589,Yes,4,1993,10/15/2018,9,Excellent,$337 ,"$1,188 ",Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain,Ocean,Sunrise,Sunset",Marina,"Ceramic Tile,Laminate"
FS,"$560,000 ",Hahaione-lower,Plaza Hawaii Kai,6770 Hawaii Kai Drive 6,"$560,000 ",11/15/2018,2,2,"1,152",2,410,Yes,1,1974,6/26/2018,105,Above Average,$136 ,$884 ,Hahaione,Niu Valley,Kaiser,Zone D,Garden,Other,"Ceramic Tile,Laminate"
FS,"$547,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 8214,"$540,000 ",11/9/2018,1,1,904,2,86,Yes,2,2004,8/15/2018,16,Excellent,$125 ,$572 ,Kamiloiki,Niu Valley,Kaiser,Zone D,Mountain,Other,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$739,000 ",West Marina,Nanea Kai,7018 Hawaii Kai Drive 6-8,"$725,000 ",11/9/2018,3,3.1,"1,377",2,0,Yes,1,2003,9/7/2018,20,Excellent,$202 ,$438 ,,,,Zone D,Mountain,,Vinyl
FS,"$749,000 ",West Marina,Lalea At Hawaii Kai ,7190 Hawaii Kai Drive 272,"$755,000 ",11/9/2018,3,2.1,"1,113",2,300,Yes,1,1999,9/19/2018,7,"Above Average,Excellent",$173 ,$425 ,,,,Zone D,"Garden,Mountain",,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$1,190,000 ",West Marina,Kuapa Isle,138 Opihikao Way 992,"$1,190,000 ",11/9/2018,3,3,"1,557",2,380,Yes,1,1970,7/14/2018,42,Excellent,$290 ,$680 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain",Marina,"Ceramic Tile,Hardwood"
FS,"$948,000 ",West Marina,Moorings,6370 Hawaii Kai Drive 28,"$948,000 ",11/7/2018,3,2.1,"1,332",2,76,Yes,1,1969,8/10/2018,25,Excellent,$250 ,$676 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain","Marina,Waterfront","Ceramic Tile,Hardwood,Other"
FS,"$695,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 8116,"$685,800 ",11/5/2018,3,2,"1,457",2,165,Yes,1,2004,10/1/2018,11,Excellent,$190 ,$879 ,Koko Head,Niu Valley,Roosevelt,Zone AE,Garden,,"Ceramic Tile,W/W Carpet"
FS,"$640,000 ",Mariners Valley,Mariners Village 3,1098 Kumukumu Street A,"$640,000 ",11/2/2018,3,2.1,"1,356",2,220,Yes,1,1972,9/14/2018,17,Above Average,$160 ,$457 ,Kamiloiki,Niu Valley,Kaiser,Zone D,"Mountain,Sunrise","Other,Preservation","Ceramic Tile,W/W Carpet"
FS,"$925,000 ",West Marina,Esplanade,500 Lunalilo Home Road 11J,"$910,000 ",11/2/2018,2,2,"1,205",2,338,Yes,1,1973,8/20/2018,50,Excellent,$184 ,$759 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain","Marina,Waterfront","Ceramic Tile,Hardwood"
FS,"$700,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 7222,"$695,000 ",10/26/2018,2,2,"1,345",2,87,Yes,2,2004,6/29/2018,100,Above Average,$184 ,$833 ,Koko Head,Niu Valley,Kaiser,Zone AE,Mountain,"Marina,Other","Vinyl,W/W Carpet"
FS,"$639,000 ",West Marina,Kaimala Marina,444 Lunalilo Home Road 405,"$600,000 ",10/24/2018,3,2.1,"1,282",2,344,Yes,1,1972,6/27/2018,75,Above Average,$137 ,$694 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Garden,Mountain",Marina,"Ceramic Tile,W/W Carpet"
FS,"$493,000 ",Hahaione-lower,Mauna Luan,521 Hahaione Street 2/13F,"$493,000 ",10/18/2018,1,1,833,2,0,No,13,1975,9/8/2018,11,Above Average,$128 ,$522 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Garden,Marina/Canal,Ocean",,W/W Carpet
FS,"$495,000 ",Hahaione-lower,Plaza Hawaii Kai,6770 Hawaii Kai Drive 1203,"$495,000 ",10/18/2018,1,1,733,1,0,Yes,12,1974,8/19/2018,14,Average,$91 ,$564 ,Hahaione,Niu Valley,Kaiser,Zone D,"Marina/Canal,Mountain,Ocean",,"Ceramic Tile,W/W Carpet"
FS,"$455,000 ",Hahaione-lower,Naniwa Gardens,6750 Hawaii Kai Drive 806,"$465,100 ",10/15/2018,1,1,862,1,75,Yes,8,1974,8/29/2018,6,Average,$102 ,$600 ,Hahaione,Niu Valley,Kaiser,Zone D,"Marina/Canal,Mountain,Ocean",,"Ceramic Tile,Other,W/W Carpet"
FS,"$998,000 ",West Marina,Gateway Peninsula,209 Kawaihae Street C2,"$1,000,000 ",10/12/2018,3,2.1,"1,632",2,320,Yes,1,1972,8/3/2018,10,Excellent,$241 ,$921 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain",Marina,"Ceramic Tile,Vinyl,W/W Carpet"
FS,"$565,000 ",Hahaione-lower,Mauna Luan,511 Hahaione Street 1/10C,"$550,000 ",10/11/2018,2,2,"1,211",2,0,No,10,1975,8/15/2018,29,Above Average,$159 ,$738 ,Hahaione,Niu Valley,Kaiser,Zone D,"City,Mountain,Ocean",Other,"Marble/Granite,W/W Carpet"
FS,"$560,000 ",West Marina,Koko Head Villas,239 Kawaihae Street 112C,"$560,000 ",10/5/2018,2,1.1,736,1,80,No,1,1969,8/16/2018,15,Above Average,$140 ,$479 ,Hahaione,Niu Valley,Kaiser,Zone D,None,,"Ceramic Tile,Hardwood,Vinyl,W/W Carpet"
FS,"$769,000 ",West Marina,Nanea Kai,7018 Hawaii Kai Drive 205,"$756,000 ",10/5/2018,3,2.1,"1,582",2,80,Yes,2,2003,7/19/2018,39,Average,$190 ,$466 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Ceramic Tile,Hardwood,Laminate"
FS,"$749,000 ",West Marina,Moorings,6370 Hawaii Kai Drive 40,"$860,000 ",10/4/2018,3,2.1,"1,332",2,262,Yes,1,1969,9/12/2018,8,Fair,$268 ,$676 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain,Sunrise,Sunset","Marina,Other","Ceramic Tile,Vinyl,W/W Carpet"
FS,"$694,500 ",West Marina,Esplanade,500 Lunalilo Home Road 12B,"$660,000 ",10/2/2018,2,2,"1,083",3,119,Yes,2,1973,8/4/2018,23,Average,$185 ,$755 ,Koko Head,Kailua,Kaiser,Zone AE,"Marina/Canal,Mountain,Sunset",Marina,"Ceramic Tile,W/W Carpet"
FS,"$445,000 ",Hahaione-lower,Commodore,555 Hahaione Street 2F,"$445,000 ",10/1/2018,1,2,"1,019",2,62,Yes,2,1982,4/27/2018,99,Excellent,$85 ,$987 ,Hahaione,Niu Valley,Kaiser,Zone D,Garden,Other,"Hardwood,Marble/Granite,W/W Carpet"
FS,"$649,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 8212,"$640,000 ",9/28/2018,2,2,"1,268",2,109,Yes,2,2004,5/31/2018,90,Excellent,$96 ,$774 ,,,,Zone AE,None,,"Ceramic Tile,W/W Carpet"
FS,"$747,000 ",West Marina,Lalea At Hawaii Kai ,7188 Hawaii Kai Drive 240,"$747,000 ",9/28/2018,3,2.1,"1,158",2,0,Yes,1,1999,9/10/2018,1,Above Average,$203 ,$422 ,Hahaione,Niu Valley,Kaiser,Zone D,None,,W/W Carpet
FS,"$770,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 7409,"$760,000 ",9/28/2018,3,2,"1,457",2,126,Yes,4,2005,7/3/2018,35,"Above Average,Excellent",$208 ,$886 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Diamond Head,Marina/Canal,Mountain,Ocean,Sunset",,"Vinyl,W/W Carpet"
FS,"$1,198,000 ",West Marina,Peninsula At Hawaii ,520 Lunalilo Home Road 354,"$1,230,000 ",9/28/2018,3,3,"1,640",2,0,Yes,1,2002,8/14/2018,6,Excellent,$271 ,$653 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Sunrise","Marina,Waterfront","Ceramic Tile,Laminate"
FS,"$1,200,000 ",West Marina,Colony Marina,6232 Keokea Place D102,"$1,100,000 ",9/27/2018,4,3,"1,914",2,264,Yes,2,1969,8/10/2018,5,"Above Average,Excellent",$244 ,$675 ,Hahaione,Niu Valley,Kalani,Zone AE,"Marina/Canal,Mountain,Sunrise","Marina,Other","Ceramic Tile,Laminate,W/W Carpet"
FS,"$910,000 ",West Marina,Kuapa Isle,410 Opihikao Place 410,"$906,750 ",9/21/2018,3,2.1,"1,518",2,440,Yes,1,1970,7/16/2018,21,Excellent,$219 ,$640 ,,,Kaiser,Zone X,Mountain,Preservation,"Ceramic Tile,Hardwood"
FS,"$525,000 ",West Marina,Lalea At Hawaii Kai ,7110 Hawaii Kai Drive 49,"$525,000 ",9/20/2018,1,1,751,2,0,Yes,1,1996,7/18/2018,9,"Above Average,Excellent",$113 ,$286 ,Hahaione,Niu Valley,Kaiser,Zone D,None,,"Laminate,Vinyl"
FS,"$699,000 ",West Marina,Kawaihae Crescent Ea,532 Kawaihae Street G,"$695,000 ",9/20/2018,3,2.1,"1,506",2,0,No,2,1973,6/18/2018,28,Excellent,$172 ,$623 ,Hahaione,Niu Valley,Kaiser,Zone D,None,Other,"Vinyl,W/W Carpet"
FS,"$445,000 ",Hahaione-lower,Commodore,555 Hahaione Street 1D,"$442,000 ",9/17/2018,1,2,"1,019",2,62,Yes,2,1982,7/2/2018,56,Excellent,$170 ,$988 ,Hahaione,Niu Valley,Kaiser,Zone D,Garden,,Ceramic Tile
FS,"$532,000 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 302,"$528,000 ",9/17/2018,2,2,"1,040",2,0,No,3,1974,7/27/2018,10,Above Average,$140 ,$621 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Marina/Canal,Mountain,Sunrise",,"Ceramic Tile,Laminate,Vinyl,W/W Carpet"
FS,"$745,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 6102,"$720,000 ",9/17/2018,3,2,"1,457",2,126,Yes,1,2004,6/14/2018,67,Excellent,$209 ,$886 ,Koko Head,Niu Valley,Kaiser,Zone AE,None,,"Ceramic Tile,Laminate"
FS,"$688,000 ",West Marina,Lalea At Hawaii Kai ,7200 Hawaii Kai Drive 258,"$691,000 ",9/14/2018,2,2,908,2,400,Yes,1,1999,8/2/2018,7,Above Average,$178 ,$346 ,Hahaione,Niu Valley,Kaiser,Zone D,Garden,,"Laminate,W/W Carpet"
FS,"$625,000 ",Hahaione-lower,Mauna Luan,511 Hahaione Street 1/11C,"$625,000 ",9/13/2018,2,2,"1,211",2,0,No,11,1975,6/20/2018,53,Excellent,$159 ,$738 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Garden,Marina/Canal,Mountain,Ocean,Sunset",,"Ceramic Tile,Marble/Granite,Other,Vinyl,W/W Carpet"
FS,"$519,000 ",Hahaione-lower,Mariners Village 2,585 Hahaione Street C101,"$519,000 ",9/12/2018,2,2,"1,095",2,0,Yes,1,1972,7/18/2018,13,Above Average,$129 ,$789 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Ceramic Tile,Laminate,Vinyl"
FS,"$458,000 ",Hahaione-lower,Naniwa Gardens,6750 Hawaii Kai Drive 107,"$458,000 ",9/11/2018,1,1,862,2,75,Yes,1,1974,8/15/2018,2,Above Average,$115 ,$600 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain,Sunset",,"Ceramic Tile,Laminate"
FS,"$549,000 ",Hahaione-lower,Mauna Luan,531 Hahaione Street 2/4E,"$540,000 ",9/10/2018,2,2,"1,211",2,0,No,4,1975,7/25/2018,9,Average,$141 ,$738 ,Hahaione,Niu Valley,Kaiser,Zone D,"City,Garden,Marina/Canal,Ocean,Sunset",Other,"Ceramic Tile,W/W Carpet"
FS,"$486,000 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 512,"$480,000 ",9/7/2018,1,1,706,1,81,No,5,1974,1/25/2018,116,Excellent,$118 ,$454 ,Hahaione,Niu Valley,Kaiser,Zone D,"City,Garden,Marina/Canal,Mountain",,Vinyl
LH,"$525,000 ",West Marina,Mawaena Kai 1-2-3,7007 Hawaii Kai Drive C24,"$500,000 ",9/6/2018,3,2,"1,406",2,87,Yes,2,1988,6/12/2018,31,Excellent,$251 ,$644 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain",Marina,"Marble/Granite,Vinyl,W/W Carpet"
FS,"$1,099,000 ",Napua Point,Napua Point,125E Maunalua Avenue 13,"$1,050,000 ",9/5/2018,3,2.1,"1,628",2,47,Yes,1,1980,6/19/2018,30,Above Average,$197 ,"$1,027 ",Koko Head,Niu Valley,Kaiser,Zone AE,Ocean,"Ocean,Sandy Beach","Ceramic Tile,Laminate"
FS,"$725,000 ",West Marina,Kaluanui,7232 Hawaii Kai Drive A,"$718,000 ",8/31/2018,2,2.1,953,2,0,Yes,1,2001,7/9/2018,10,"Above Average,Excellent",$182 ,$423 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Ceramic Tile,W/W Carpet"
FS,"$525,000 ",Hahaione-lower,Commodore,555 Hahaione Street 4B,"$515,000 ",8/30/2018,2,2,"1,238",2,77,Yes,4,1982,6/4/2018,52,Excellent,$142 ,"$1,139 ",Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain",,"Marble/Granite,W/W Carpet"
FS,"$760,000 ",West Marina,Kalele Kai,1 Keahole Place 2305,"$780,000 ",8/30/2018,2,2,"1,430",2,681,Yes,3,1993,7/6/2018,10,"Above Average,Average",$190 ,$849 ,Hahaione,Niu Valley,Kaiser,Zone AE,Mountain,,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$849,000 ",West Marina,Moana Kai,7012 Hawaii Kai Drive 1202,"$849,000 ",8/30/2018,3,2.1,"1,515",3,216,Yes,2,2005,7/17/2018,8,Above Average,$182 ,$419 ,Hahaione,Niu Valley,Kaiser,Zone D,Garden,,"Hardwood,Vinyl,W/W Carpet"
FS,"$620,000 ",Hahaione-lower,Naniwa Gardens,6750 Hawaii Kai Drive 305,"$585,000 ",8/29/2018,2,2,"1,238",2,90,Yes,4,1974,6/4/2018,46,Excellent,$124 ,$849 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain,Ocean,Sunset",,"Vinyl,W/W Carpet"
FS,"$948,000 ",West Marina,Kalele Kai,1 Keahole Place 2407,"$925,000 ",8/28/2018,2,2,"1,430",2,0,Yes,4,1993,6/20/2018,6,Excellent,$197 ,$851 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Diamond Head,Mountain,Sunrise",Marina,Other
FS,"$575,000 ",Hahaione-lower,Mauna Luan,501 Hahaione Street 1G,"$570,000 ",8/21/2018,2,2,"1,185",2,0,No,1,1975,6/5/2018,43,Excellent,$112 ,$723 ,Koko Head,Niu Valley,Kaiser,Zone D,"None,Garden",,"Ceramic Tile,Laminate"
FS,"$839,000 ",West Marina,Moana Kai,7012 Hawaii Kai Drive 208,"$839,000 ",8/21/2018,3,2.1,"1,550",4,360,Yes,1,2005,6/15/2018,5,Above Average,$221 ,$428 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Ceramic Tile,W/W Carpet"
FS,"$849,000 ",West Marina,Hawaii Kai Cp*,6258 Keokea Place E,"$845,000 ",8/20/2018,2,1,958,2,250,No,1,1964,6/12/2018,9,"Average,Fair",$202 ,$300 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain,Sunrise",Marina,"Hardwood,W/W Carpet"
FS,"$875,000 ",West Marina,Colony Marina,6208 Keokea Place A104,"$875,000 ",8/17/2018,4,3,"1,914",2,264,Yes,2,1969,7/2/2018,17,Above Average,$238 ,$675 ,Hahaione,Niu Valley,Kalani,Zone AE,"Marina/Canal,Ocean","Marina,Ocean","Ceramic Tile,Laminate,Marble/Granite,Vinyl,W/W Car"
FS,"$888,000 ",West Marina,Moorings,6370 Hawaii Kai Drive 16,"$888,000 ",8/16/2018,3,2.1,"1,332",2,266,Yes,1,1969,5/11/2018,46,Above Average,$213 ,$676 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain",Marina,"Ceramic Tile,Laminate"
FS,"$840,000 ",West Marina,Moorings,6370 Hawaii Kai Drive 3,"$820,000 ",8/14/2018,4,3.1,"1,598",2,0,Yes,1,1969,5/10/2018,62,Above Average,$177 ,$676 ,,,,Zone AE,"Garden,Mountain",Other,"Other,W/W Carpet"
FS,"$465,000 ",Hahaione-lower,Naniwa Gardens,6750 Hawaii Kai Drive 1006,"$475,000 ",8/10/2018,1,1,862,2,75,Yes,10,1974,7/2/2018,10,Average,$90 ,$600 ,Hahaione,Niu Valley,Kaiser,Zone D,"Marina/Canal,Mountain,Ocean,Sunset",,"Ceramic Tile,W/W Carpet"
FS,"$750,000 ",West Marina,Mt Terrace,250 Kawaihae Street 18D,"$730,000 ",8/10/2018,2,2,"1,621",2,0,No,18,1974,6/26/2018,9,Above Average,$204 ,"$1,415 ",Hahaione,Niu Valley,Kaiser,Zone AE,"Coastline,Marina/Canal,Ocean",Other,"Ceramic Tile,Laminate"
FS,"$1,036,000 ",West Marina,Koko Isle,715 Koko Isle Circle 715,"$1,036,000 ",7/31/2018,3,2.1,"1,400",2,300,Yes,2,1968,6/1/2018,18,Above Average,$213 ,$780 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain,Sunrise,Sunset",Marina,"Vinyl,W/W Carpet"
FS,"$599,500 ",Hahaione-lower,Mauna Luan,501 Hahaione Street 1/13J,"$599,500 ",7/27/2018,2,2,"1,211",2,0,No,13,1975,6/6/2018,12,Excellent,$159 ,$734 ,Hahaione,Niu Valley,Kaiser,Zone D,"Marina/Canal,Ocean,Sunrise",Other,"Laminate,Other,W/W Carpet"
FS,"$639,000 ",Hahaione-lower,Mauna Luan,501 Hahaione Street 1/17L,"$639,000 ",7/27/2018,2,2,"1,359",2,0,No,17,1975,6/25/2018,7,Excellent,$170 ,$826 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Marina/Canal,Ocean,Sunset",Other,Vinyl
FS,"$665,000 ",West Marina,Kawaihae Crescent We,340I Kawaihae Street I,"$660,000 ",7/25/2018,3,2.1,"1,470",2,0,Yes,2,1973,4/25/2018,39,Above Average,$147 ,$600 ,Hahaione,Niu Valley,Kaiser,Zone D,None,,"Laminate,W/W Carpet"
